model_id,public_name,paper_role,architecture,checkpoint_filename,size_bytes,sha256,generation_routes,zenodo_archive,zenodo_doi
SG166_1a_1b_2c,UFO-MGen MP20 per-space-group specialist (SG166_1a_1b_2c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG166_1a_1b_2c.pt,2198295,cd103c7753ff135839dcfa53d49d6661c4dcf66636611cc6ffe2528deb1fc8c7,SG166_1a_1b_2c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1a_1b_2c_resweep,UFO-MGen MP20 per-space-group specialist (SG166_1a_1b_2c_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG166_1a_1b_2c_resweep.pt,2198423,f7ac00219fa0cf02087fcf64dfc362ac276e47a505a234c22e2f90c93b8994e3,SG166_1a_1b_2c_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1a_1b_4c_6h,UFO-MGen MP20 per-space-group specialist (SG166_1a_1b_4c_6h),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG166_1a_1b_4c_6h.pt,2201943,c0d58b021058bac68436a9784403f6a677d7f1c1ab34a7291885a838c4bb9b3e,SG166_1a_1b_4c_6h,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1a_1b_4c_6h_resweep,UFO-MGen MP20 per-space-group specialist (SG166_1a_1b_4c_6h_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG166_1a_1b_4c_6h_resweep.pt,2202007,24575b6d25b5c1933726673a68fa63d576178e2869d2645bf96fc4b7cbc7b3b7,SG166_1a_1b_4c_6h_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1a_1b_6c,UFO-MGen MP20 per-space-group specialist (SG166_1a_1b_6c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG166_1a_1b_6c.pt,2200407,e45292d1d83621b23adc3c0a0756423b531a3ace28cfe81d3a837dcd3302d4f1,SG166_1a_1b_6c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1a_1b_6c_resweep,UFO-MGen MP20 per-space-group specialist (SG166_1a_1b_6c_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG166_1a_1b_6c_resweep.pt,2200471,71bc5f82823e58b4b9f4d99fa8179e17f85254733f71c05b59130cfcccfe6461,SG166_1a_1b_6c_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1a_2c_3d,UFO-MGen MP20 per-space-group specialist (SG166_1a_2c_3d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG166_1a_2c_3d.pt,2198295,c262aca7c3740c1e89122dcd0685758476b78467b4082e102a1af4ee9d401e09,SG166_1a_2c_3d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1a_2c_3d_resweep,UFO-MGen MP20 per-space-group specialist (SG166_1a_2c_3d_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG166_1a_2c_3d_resweep.pt,2198423,99078effe328e6ee4decb31ebdb98ab65fe5c372cf96e1a06ff412715d204ff1,SG166_1a_2c_3d_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1a_2c,UFO-MGen MP20 per-space-group specialist (SG166_1a_2c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG166_1a_2c.pt,2197271,37015d38db3b87b8bfa0b0589781997c9ecf3e4084ff4d9d408d2011bf731021,SG166_1a_2c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1a_2c_resweep,UFO-MGen MP20 per-space-group specialist (SG166_1a_2c_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG166_1a_2c_resweep.pt,2197399,8dd2cdcbe6493677b456cbf9c99668fd96665106b12c7d0979162311fc31f0f0,SG166_1a_2c_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1a_4c,UFO-MGen MP20 per-space-group specialist (SG166_1a_4c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG166_1a_4c.pt,2198359,89d87505a34c768b3672bb510d254e8e6d0031e234e406362544301e75299ef7,SG166_1a_4c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1a_4c_resweep,UFO-MGen MP20 per-space-group specialist (SG166_1a_4c_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG166_1a_4c_resweep.pt,2198423,3c39765d724007dd267646f91049d57f311d5e29779105748d5fcaab23362629,SG166_1a_4c_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1b_4c_3e_6h,UFO-MGen MP20 per-space-group specialist (SG166_1b_4c_3e_6h),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG166_1b_4c_3e_6h.pt,2201943,5383304f3d8347bcd9fe7d03b9ca7a92be45724de68a7c2d4802bb0a34e5a465,SG166_1b_4c_3e_6h,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_1b_4c_3e_6h_resweep,UFO-MGen MP20 per-space-group specialist (SG166_1b_4c_3e_6h_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG166_1b_4c_3e_6h_resweep.pt,2202007,c8cbcc49f7a920fc42697fb11139c12358119360c851f47b46aa27cb5a6f8727,SG166_1b_4c_3e_6h_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_4c_3d_6f_6h,UFO-MGen MP20 per-space-group specialist (SG166_4c_3d_6f_6h),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG166_4c_3d_6f_6h.pt,2201943,c7a07458d49d29855d53ad70049632aff634d6b9fe7d475ab47e644a39a779a2,SG166_4c_3d_6f_6h,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG166_4c_3d_6f_6h_resweep,UFO-MGen MP20 per-space-group specialist (SG166_4c_3d_6f_6h_resweep),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist (resweep retrain),per_sg/SG166_4c_3d_6f_6h_resweep.pt,2202007,4dc10fb66508026cca44c53925da5865d4a8c9c9da148e1be67d31b85d6f0077,SG166_4c_3d_6f_6h_resweep,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG176_2c_12h,UFO-MGen MP20 per-space-group specialist (SG176_2c_12h),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG176_2c_12h.pt,2199895,d93f63e95bda184e8d42ee0ed5edac0a77c853771bcacce49d47f5bef792d8dd,SG176_2c_12h,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG186_2a_4b,UFO-MGen MP20 per-space-group specialist (SG186_2a_4b),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG186_2a_4b.pt,2198295,2e45b32bc4a9c8e02e7c5610b1d1e17b8d7aeb808545718256d605b0de7582ff,SG186_2a_4b,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG187_1a_1c_1e_3k,UFO-MGen MP20 per-space-group specialist (SG187_1a_1c_1e_3k),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG187_1a_1c_1e_3k.pt,2199319,961b76f9130e5f81e27ac3ab739af89984dd058637c31e3e2e165ef5c7aebdd6,SG187_1a_1c_1e_3k,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG189_1a_2d_3f_3g,UFO-MGen MP20 per-space-group specialist (SG189_1a_2d_3f_3g),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG189_1a_2d_3f_3g.pt,2199319,cd2f9be3443a2ce733a3c5b873ed6ba1cc4dc712cabf722cf9474392b3685ccd,SG189_1a_2d_3f_3g,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG189_1b_2c_3f_3g,UFO-MGen MP20 per-space-group specialist (SG189_1b_2c_3f_3g),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG189_1b_2c_3f_3g.pt,2199319,d98f3c8dc8b76a01f30cade307bfbc65fc5da980eed5a4f8796c49a85326456b,SG189_1b_2c_3f_3g,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG191_1a_2c_2d_2e_6i,UFO-MGen MP20 per-space-group specialist (SG191_1a_2c_2d_2e_6i),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG191_1a_2c_2d_2e_6i.pt,2200407,d231c0dfac4fbe140af13515e7a6b865ac7b5de8cd21e722408351506272b462,SG191_1a_2c_2d_2e_6i,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG191_1a_2c_3g,UFO-MGen MP20 per-space-group specialist (SG191_1a_2c_3g),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG191_1a_2c_3g.pt,2196695,46829e783f694c952ce51c322a8eb4e2e83d51168466e8b0248e8dc633c090e5,SG191_1a_2c_3g,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG191_1a_2d,UFO-MGen MP20 per-space-group specialist (SG191_1a_2d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG191_1a_2d.pt,2195735,51668137a7cf4b9587030818bdf3c9123edfae38e47d9112809f2e0f19af757f,SG191_1a_2d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG193_2b_4d_12g,UFO-MGen MP20 per-space-group specialist (SG193_2b_4d_12g),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG193_2b_4d_12g.pt,2199319,5e86476004d1af6e724bfe5654bd05f0365224907e9196f494e5c0f9577cb01b,SG193_2b_4d_12g,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG193_4d_12g,UFO-MGen MP20 per-space-group specialist (SG193_4d_12g),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG193_4d_12g.pt,2198295,6fa9a8f91c20cb91ef82bfee73a47042f0f16b0aab84627b694aae15b5a02641,SG193_4d_12g,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG194_2a_2b_8f,UFO-MGen MP20 per-space-group specialist (SG194_2a_2b_8f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG194_2a_2b_8f.pt,2199319,ca46b5ccc02e09630db7cd7f5aba5618e1b74ce1bd0401eada02005561566dd5,SG194_2a_2b_8f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG194_2a_2c_2d,UFO-MGen MP20 per-space-group specialist (SG194_2a_2c_2d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG194_2a_2c_2d.pt,2196695,7526ea1297ee39c31da4138c91e9a9edcdf8f5bb4bf9a5b8f784e68132e41192,SG194_2a_2c_2d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG194_2a_2c_4f,UFO-MGen MP20 per-space-group specialist (SG194_2a_2c_4f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG194_2a_2c_4f.pt,2198295,8e65764f871bb7c98140e18e310db673f47d04a054e16391628f1e93beae5172,SG194_2a_2c_4f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG194_2a_2c,UFO-MGen MP20 per-space-group specialist (SG194_2a_2c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG194_2a_2c.pt,2195671,417039a008b55c5782d26e5fe003b53764fd8538570569b463db4d69fb34c29c,SG194_2a_2c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG194_2a_2d_4f,UFO-MGen MP20 per-space-group specialist (SG194_2a_2d_4f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG194_2a_2d_4f.pt,2198295,b6f174ff44375f2cc425b97496f87ea3042dde5a191fb73b5aeefb665f33bb45,SG194_2a_2d_4f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG194_2a_2d_6h,UFO-MGen MP20 per-space-group specialist (SG194_2a_2d_6h),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG194_2a_2d_6h.pt,2198295,778100bd6bbc686c78cda285532f2f19cc9f153124d28f6ee8f0548c98193e7a,SG194_2a_2d_6h,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG194_2a_4f_6h,UFO-MGen MP20 per-space-group specialist (SG194_2a_4f_6h),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG194_2a_4f_6h.pt,2198295,9287af55417b3316434b501c5cb60f48ceba246580bcb15cba48f2a4222ed8c1,SG194_2a_4f_6h,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG194_2c_6h,UFO-MGen MP20 per-space-group specialist (SG194_2c_6h),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG194_2c_6h.pt,2197335,1d2ee59a2392954d1c54f4ff5c739e74c8d871f1b956e687a1be110d399f18b8,SG194_2c_6h,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG194_2d_6h,UFO-MGen MP20 per-space-group specialist (SG194_2d_6h),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG194_2d_6h.pt,4194391,c7dcdb5b7661b2a1c73eab1448712666aebfeddafcab2dbb7ee135249aea5e15,SG194_2d_6h,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG198_12a,UFO-MGen MP20 per-space-group specialist (SG198_12a),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG198_12a.pt,2198295,8872e37092a753edf5dd98aac995801586c19d50e103e41449a602714fee0a99,SG198_12a,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG1_16a,UFO-MGen MP20 per-space-group specialist (SG1_16a),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG1_16a.pt,2214743,6a4a223edfc92bdc915c48c723697476a04b6fdc879a5dadcaa5b7dd1bcf2870,SG1_16a,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG1_18a,UFO-MGen MP20 per-space-group specialist (SG1_18a),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG1_18a.pt,2216791,1fd05f998104021d6c66a951a1a4f16dc28f7d0fb9f3abe24576bc51002dda34,SG1_18a,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG1_19a,UFO-MGen MP20 per-space-group specialist (SG1_19a),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG1_19a.pt,2217815,41377936f6a9387b3d2bc74781e562312d9c56c86489cb1c6e41118193cd38cc,SG1_19a,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG1_20a,UFO-MGen MP20 per-space-group specialist (SG1_20a),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG1_20a.pt,2218839,159d8b848d2738e6561540679de002a072ad54c570aad28c761759a4b612e3c2,SG1_20a,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG204_1a_3b_4c_12g,UFO-MGen MP20 per-space-group specialist (SG204_1a_3b_4c_12g),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG204_1a_3b_4c_12g.pt,2200919,10e70ba90b1fb56762e86d2e5a2f7bcec99d60f614da5e329d1113678831bd85,SG204_1a_3b_4c_12g,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG204_1a_4c_12g,UFO-MGen MP20 per-space-group specialist (SG204_1a_4c_12g),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG204_1a_4c_12g.pt,2199895,88b3a7df5258cf70b5502f9227e68fdd4b2314d4dcb4f6f4aeed0f45298021c3,SG204_1a_4c_12g,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG216_1a_1b_1c_1d_6f,UFO-MGen MP20 per-space-group specialist (SG216_1a_1b_1c_1d_6f),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG216_1a_1b_1c_1d_6f.pt,2200407,4d1f519a1015cefe68768b99993551f7de174bd7608ec1045a76eb3cfab3bf69,SG216_1a_1b_1c_1d_6f,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG216_1a_1b_1c_1d,UFO-MGen MP20 per-space-group specialist (SG216_1a_1b_1c_1d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG216_1a_1b_1c_1d.pt,2197719,2dff7f47bc07bf26515d894f3b94fd2865e12c8a042029d02b6698ce47526bb1,SG216_1a_1b_1c_1d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG216_1a_1b_1d,UFO-MGen MP20 per-space-group specialist (SG216_1a_1b_1d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG216_1a_1b_1d.pt,2196695,a1216d2382925c4fbb780811c7b8bc3e3b751423bb9bb2a4126e74417ab1aec5,SG216_1a_1b_1d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG216_1a_1d_4e,UFO-MGen MP20 per-space-group specialist (SG216_1a_1d_4e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG216_1a_1d_4e.pt,2198295,222f7e7faab0bde72854fe906ca8243d7995552327a951a97476be1406fc19b6,SG216_1a_1d_4e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG220_6a_6b_8c,UFO-MGen MP20 per-space-group specialist (SG220_6a_6b_8c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG220_6a_6b_8c.pt,2198359,b05b0170b9d538dab03463d3a2111447880ba1656b17f6591592a5fa04ce4d29,SG220_6a_6b_8c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG221_1a_1b_3c,UFO-MGen MP20 per-space-group specialist (SG221_1a_1b_3c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG221_1a_1b_3c.pt,2196695,a60f1044f68f8de339f8e123380d82f77c933930b767abd88b4bd9e701d4bc6f,SG221_1a_1b_3c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG221_1a_1b_3d,UFO-MGen MP20 per-space-group specialist (SG221_1a_1b_3d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG221_1a_1b_3d.pt,2196695,cd1cfe21ab89f4e503745b7e648fed0f6a5384e3ae64746cc2aa804cab93b29a,SG221_1a_1b_3d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG221_1a_1b,UFO-MGen MP20 per-space-group specialist (SG221_1a_1b),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG221_1a_1b.pt,2195671,8bdca48dd3df78f881c318cbedddb543ce15ea0bc83dc5c775f2751ec288fbd9,SG221_1a_1b,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG221_1a_3c,UFO-MGen MP20 per-space-group specialist (SG221_1a_3c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG221_1a_3c.pt,2195671,ea3c80773c74c961401b32442045f4f0bf122ec88933a599a1256f5a79fde03c,SG221_1a_3c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG223_2a_6c,UFO-MGen MP20 per-space-group specialist (SG223_2a_6c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG223_2a_6c.pt,2195671,2f33c5d71e7f14a49759fcb39e4f391eab127a570c2c5422cc56682b0529eac8,SG223_2a_6c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG225_1a_1b_2c_6e,UFO-MGen MP20 per-space-group specialist (SG225_1a_1b_2c_6e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG225_1a_1b_2c_6e.pt,4196951,e43a0c589119d381aec4945e9b63fa977d4d6e78c29e7302788f9128ff867272,SG225_1a_1b_2c_6e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG225_1a_1b_2c,UFO-MGen MP20 per-space-group specialist (SG225_1a_1b_2c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG225_1a_1b_2c.pt,6944087,4524d9798f413870b755c50f59d81240d39e5be5617713ad24f792eeb65748dd,SG225_1a_1b_2c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG225_1a_1b,UFO-MGen MP20 per-space-group specialist (SG225_1a_1b),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG225_1a_1b.pt,2195671,9d9f5d48d2de9cfdcad280af7b31870abcd3bba675d8dfb9ad88330d8dbb967c,SG225_1a_1b,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG225_1a_2c_6e,UFO-MGen MP20 per-space-group specialist (SG225_1a_2c_6e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG225_1a_2c_6e.pt,2198295,ff3e5d695d14c4447c2d3e7bced4ce88617ebc9f4fcaa7c427a171e2714b6d46,SG225_1a_2c_6e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG225_1a_2c,UFO-MGen MP20 per-space-group specialist (SG225_1a_2c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG225_1a_2c.pt,2195671,7d87d4eb0c979196a99100cea4bcf84a4741205917f24d2db8b5c4da4af93f78,SG225_1a_2c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG227_2a_4d_8e,UFO-MGen MP20 per-space-group specialist (SG227_2a_4d_8e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG227_2a_4d_8e.pt,2198295,54c4a9be515b803355bedda73ccbc0b4acbcdfd93ba1099307c22067ab51848d,SG227_2a_4d_8e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG227_2a_4d,UFO-MGen MP20 per-space-group specialist (SG227_2a_4d),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG227_2a_4d.pt,2195671,1a222dc261936697028510f1604d3c0ddafae07307d03c51e1cd82e67445c91c,SG227_2a_4d,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG227_2b_4c_8e,UFO-MGen MP20 per-space-group specialist (SG227_2b_4c_8e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG227_2b_4c_8e.pt,2198295,4ec1ed333c426f0f04add4aca144a4169e4eb35828f4bfe4453876568a2bae41,SG227_2b_4c_8e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG227_2b_4c,UFO-MGen MP20 per-space-group specialist (SG227_2b_4c),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG227_2b_4c.pt,2195671,5510343b48522211449e51fd2ca572a916c30c26cb5c497cab9754c84ffabfb4,SG227_2b_4c,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG229_1a_4c_6d_6e,UFO-MGen MP20 per-space-group specialist (SG229_1a_4c_6d_6e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG229_1a_4c_6d_6e.pt,2199383,a70333cca0545972c77174a20aa526f3ae3882b5c1d2186428d65a1d0d1f1177,SG229_1a_4c_6d_6e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG2_12i,UFO-MGen MP20 per-space-group specialist (SG2_12i),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG2_12i.pt,2204503,a9b5c8cd0f50b261d8727c7df9466a4dc7403fba762ebe1904baf239a2768cd3,SG2_12i,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG2_18i,UFO-MGen MP20 per-space-group specialist (SG2_18i),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG2_18i.pt,2207575,9ef7772bb96bff169f6b21e696337484fa14e9754110fb38bf1d468cb64d30ef,SG2_18i,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG2_1c_1d_1f_1g_16i,UFO-MGen MP20 per-space-group specialist (SG2_1c_1d_1f_1g_16i),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG2_1c_1d_1f_1g_16i.pt,2210647,feed1a140a47c231bc4532e59870ce6729155eb7b6c3648f75b7215ba80d8967,SG2_1c_1d_1f_1g_16i,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG2_20i,UFO-MGen MP20 per-space-group specialist (SG2_20i),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG2_20i.pt,2208599,0206ab5d14feaa7a79643144c175b20871b42cd053530a7ddd1f6fe627b6c166,SG2_20i,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG31_8a_12b,UFO-MGen MP20 per-space-group specialist (SG31_8a_12b),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG31_8a_12b.pt,2205527,4e385147eaa5fc9a01d45496e99081fe91132504cba78be49d7b53a97e10b243,SG31_8a_12b,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG31_8a_8b,UFO-MGen MP20 per-space-group specialist (SG31_8a_8b),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG31_8a_8b.pt,2204503,fbceb5d280a068738881997f79db1fe6b7e03a64dd03755f3a5af6a7a5c28a99,SG31_8a_8b,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
SG38_1a_1b_6c_2d_2e,UFO-MGen MP20 per-space-group specialist (SG38_1a_1b_6c_2d_2e),Fig. 3 MP20 per-space-group benchmark pool,StructuredWyckoffVectorField per-space-group specialist,per_sg/SG38_1a_1b_6c_2d_2e.pt,2203991,8c6c9df4fa5600116362500289377483183fc094ece0b3f24f683539ffcfa749,SG38_1a_1b_6c_2d_2e,UFO_MGen_MP20_paper_weights.tar.zst,PENDING
